Paper_name,Paper_link,Paper_type,volume,issue,pub_date,Paper_ID,1,2,3,4,5,6,7
High-fidelity readout and control of a nuclear spin qubit in silicon,/nature/journal/v496/n7445/full/nature12011.html,letter,496,7445,18 April 2013,12011.html,Applied physics,Qubits,,,,,
Unexpected strain-stiffening in crystalline solids,/nature/journal/v496/n7445/full/nature12008.html,letter,496,7445,18 April 2013,12008.html,Electronic structure,Mechanical properties,,,,,
Mapping molecular motions leading to charge delocalization with ultrabright electrons,/nature/journal/v496/n7445/full/nature12044.html,letter,496,7445,18 April 2013,12044.html,Characterization and analytical techniques,Imaging techniques,,,,,
Terrestrial water fluxes dominated by transpiration,/nature/journal/v496/n7445/full/nature11983.html,letter,496,7445,18 April 2013,11983.html,Stable isotopes,Photosynthesis,Hydrology,Limnology,,,
Earliest evidence for the use of pottery,/nature/journal/v496/n7445/full/nature12109.html,letter,496,7445,18 April 2013,12109.html,Archaeology,,,,,,
Slower recovery in space before collapse of connected populations,/nature/journal/v496/n7445/full/nature12071.html,letter,496,7445,18 April 2013,12071.html,Ecology,,,,,,
Rescuing cocaine-induced prefrontal cortex hypoactivity prevents compulsive cocaine seeking,/nature/journal/v496/n7445/full/nature12024.html,letter,496,7445,18 April 2013,12024.html,Addiction,,,,,,
Visualization of an endogenous retinoic acid gradient across embryonic development,/nature/journal/v496/n7445/full/nature12037.html,letter,496,7445,18 April 2013,12037.html,Embryonic induction,Fluorescence imaging,,,,,
A pathogenic picornavirus acquires an envelope by hijacking cellular membranes,/nature/journal/v496/n7445/full/nature12029.html,letter,496,7445,18 April 2013,12029.html,Viral immune evasion,Virushost interactions,Inactivated vaccines,Pathogens,,,
Landscape of the PARKIN-dependent ubiquitylome in response to mitochondrial depolarization,/nature/journal/v496/n7445/full/nature12043.html,letter,496,7445,18 April 2013,12043.html,Ubiquitylation,,,,,,
A conformational switch in HP1 releases auto-inhibition to drive heterochromatin assembly,/nature/journal/v496/n7445/full/nature12032.html,letter,496,7445,18 April 2013,12032.html,DNA,Chromatin,,,,,
Structural basis of kynurenine 3-monooxygenase inhibition,/nature/journal/v496/n7445/full/nature12039.html,letter,496,7445,18 April 2013,12039.html,X-ray crystallography,,,,,,
The African coelacanth genome provides insights into tetrapod evolution,/nature/journal/v496/n7445/full/nature12027.html,article,496,7445,18 April 2013,12027.html,Genome evolution,Comparative genomics,,,,,
Gating of the TrkH ion channel by its associated RCK protein TrkA,/nature/journal/v496/n7445/full/nature12056.html,article,496,7445,18 April 2013,12056.html,Permeation and transport,X-ray crystallography,Single-channel recording,Ligand-gated ion channels,,,
The structure of the KtrAB potassium transporter,/nature/journal/v496/n7445/full/nature12055.html,article,496,7445,18 April 2013,12055.html,Potassium channels,X-ray crystallography,,,,,
The domination of Saturns low-latitude ionosphere by ring \u2018rain,/nature/journal/v496/n7444/full/nature12049.html,letter,496,7444,11 April 2013,12049.html,Giant planets,Rings and moons,Aurora,Magnetospheric physics,,,
Photonic Floquet topological insulators,/nature/journal/v496/n7444/full/nature12066.html,letter,496,7444,11 April 2013,12066.html,Micro-optics,Topological insulators,,,,,
Recent temperature extremes at high northern latitudes unprecedented in the past 600 years,/nature/journal/v496/n7444/full/nature11969.html,letter,496,7444,11 April 2013,11969.html,Palaeoclimate,Climate change,,,,,
Climatic control of bedrock river incision,/nature/journal/v496/n7444/full/nature11982.html,letter,496,7444,11 April 2013,11982.html,Geomorphology,Hydrology,,,,,
Embryology of Early Jurassic dinosaur from China with evidence of preserved organic remains,/nature/journal/v496/n7444/full/nature11978.html,letter,496,7444,11 April 2013,11978.html,Palaeontology,,,,,,
Predominant archaea in marine sediments degrade detrital proteins,/nature/journal/v496/n7444/full/nature12033.html,letter,496,7444,11 April 2013,12033.html,Microbial ecology,Water microbiology,,,,,
Diverging neural pathways assemble a behavioural state from separable features in anxiety,/nature/journal/v496/n7444/full/nature12018.html,letter,496,7444,11 April 2013,12018.html,Anxiety,,,,,,
Distinct extended amygdala circuits for divergent motivational states,/nature/journal/v496/n7444/full/nature12041.html,letter,496,7444,11 April 2013,12041.html,Neuroscience,,,,,,
Diverse and heritable lineage imprinting of early haematopoietic progenitors,/nature/journal/v496/n7444/full/nature12013.html,letter,496,7444,11 April 2013,12013.html,Lymphopoiesis,Myelopoiesis,Haematopoietic stem cells,Stem-cell biotechnology,,,
Manipulation of small Rho GTPases is a pathogen-induced process detected by NOD1,/nature/journal/v496/n7444/full/nature12025.html,letter,496,7444,11 April 2013,12025.html,NOD-like receptors,,,,,,
Succinate is an inflammatory signal that induces IL-1\u03b2 through HIF-1 α,/nature/journal/v496/n7444/full/nature11986.html,letter,496,7444,11 April 2013,11986.html,Metabolomics,,,,,,
Structural and energetic basis of folded-protein transport by the FimD usher,/nature/journal/v496/n7444/full/nature12007.html,letter,496,7444,11 April 2013,12007.html,Structural biology,,,,,,
Structural basis for the drug extrusion mechanism by a MATE multidrug transporter,/nature/journal/v496/n7444/full/nature12014.html,letter,496,7444,11 April 2013,12014.html,Membrane proteins,X-ray crystallography,Transporters,,,,
Glucose TOR signalling reprograms the transcriptome and activates meristems,/nature/journal/v496/n7444/full/nature12030.html,article,496,7444,11 April 2013,12030.html,Plant signalling,,,,,,
The architecture of  Tetrahymena u telomerase holoenzyme,/nature/journal/v496/n7444/full/nature12062.html,article,496,7444,11 April 2013,12062.html,Microscopy,DNA metabolism,Electron microscopy,,,,
Femtosecond switching of magnetism via strongly correlated spin charge quantum excitations,/nature/journal/v496/n7443/full/nature11934.html,letter,496,7443,4 April 2013,11934.html,Magnetic properties and materials,Spintronics,,,,,
Three-dimensional imaging of dislocations in a nanoparticle at atomic resolution,/nature/journal/v496/n7443/full/nature12009.html,letter,496,7443,4 April 2013,12009.html,Physics,,,,,,
Colossal injection of catalyst atoms into silicon nanowires,/nature/journal/v496/n7443/full/nature11999.html,letter,496,7443,4 April 2013,11999.html,Nanowires,Imaging techniques,,,,,
July 2012 Greenland melt extent enhanced by low-level liquid clouds,/nature/journal/v496/n7443/full/nature12002.html,letter,496,7443,4 April 2013,12002.html,Cryospheric science,Climate change,Atmospheric science,,,,
Draft genome of the wheat A-genome progenitor  Triticum urartu ,/nature/journal/v496/n7443/full/nature11997.html,letter,496,7443,4 April 2013,11997.html,Genome,Plant evolution,,,,,
Aegilops tauschii u draft genome sequence reveals a gene repertoire for wheat adaptation,/nature/journal/v496/n7443/full/nature12028.html,letter,496,7443,4 April 2013,12028.html,Plant evolution,,,,,,
The emergence of functional microcircuits in visual cortex,/nature/journal/v496/n7443/full/nature12015.html,letter,496,7443,4 April 2013,12015.html,Striate cortex,Synaptic development,Cellular neuroscience,,,,
Glutamine supports pancreatic cancer growth through a KRAS-regulated metabolic pathway,/nature/journal/v496/n7443/full/nature12040.html,letter,496,7443,4 April 2013,12040.html,Cancer metabolism,,,,,,
Proteolytic elimination of  N u-myristoyl modifications by the  Shigella u virulence factor IpaJ,/nature/journal/v496/n7443/full/nature12004.html,letter,496,7443,4 April 2013,12004.html,Cellular microbiology,Golgi,,,,,
SIRT6 regulates TNF- α u secretion through hydrolysis of long-chain fatty acyl lysine,/nature/journal/v496/n7443/full/nature12038.html,letter,496,7443,4 April 2013,12038.html,Hydrolases,,,,,,
Mechanistic studies of an unprecedented enzyme-catalysed 12-phosphono-migration reaction,/nature/journal/v496/n7443/full/nature11998.html,letter,496,7443,4 April 2013,11998.html,Enzyme mechanisms,Natural products,Biosynthesis,,,,
A solution to release twisted DNA during chromosome replication by coupled DNA polymerases,/nature/journal/v496/n7443/full/nature11988.html,letter,496,7443,4 April 2013,11988.html,Multienzyme complexes,,,,,,
Structures of protein protein complexes involved in electron transfer,/nature/journal/v496/n7443/full/nature11996.html,letter,496,7443,4 April 2013,11996.html,X-ray crystallography,,,,,,
Patterns and mechanisms of early Pliocene warmth,/nature/journal/v496/n7443/full/nature12003.html,article,496,7443,4 April 2013,12003.html,Palaeoclimate,Palaeoceanography,,,,,
Intra-oceanic subduction shaped the assembly of Cordilleran North America,/nature/journal/v496/n7443/full/nature12019.html,article,496,7443,4 April 2013,12019.html,Seismology,Geology,Geodynamics,Tectonics,,,
The genomes of four tapeworm species reveal adaptations to parasitism,/nature/journal/v496/n7443/full/nature12031.html,article,496,7443,4 April 2013,12031.html,Genetics,,,,,,
SCF FBXL3 u ubiquitin ligase targets cryptochromes at their cofactor pocket,/nature/journal/v496/n7443/full/nature11964.html,article,496,7443,4 April 2013,11964.html,X-ray crystallography,,,,,,
Carbon monoxide in clouds at low metallicity in the dwarf irregular galaxy WLM,/nature/journal/v495/n7442/full/nature11933.html,letter,495,7442,28 March 2013,11933.html,Interstellar medium,,,,,,
Evidence for sympathetic vibrational cooling of translationally cold molecules,/nature/journal/v495/n7442/full/nature11937.html,letter,495,7442,28 March 2013,11937.html,Atomic and molecular collision processes,,,,,,
Deglacial pulses of deep-ocean silicate into the subtropical North Atlantic Ocean,/nature/journal/v495/n7442/full/nature12006.html,letter,495,7442,28 March 2013,12006.html,Palaeoceanography,,,,,,
Electrical image of passive mantle upwelling beneath the northern East Pacific Rise,/nature/journal/v495/n7442/full/nature11932.html,letter,495,7442,28 March 2013,11932.html,Tectonics,Geodynamics,,,,,
Tubicolous enteropneusts from the Cambrian period,/nature/journal/v495/n7442/full/nature12017.html,letter,495,7442,28 March 2013,12017.html,Palaeontology,,,,,,
Preservation of ovarian follicles reveals early evolution of avian reproductive behaviour,/nature/journal/v495/n7442/full/nature11985.html,letter,495,7442,28 March 2013,11985.html,Palaeontology,,,,,,
Accelerated gene evolution through replication transcription conflicts,/nature/journal/v495/n7442/full/nature11989.html,letter,495,7442,28 March 2013,11989.html,Evolutionary biology,,,,,,
A central role for TFIID in the pluripotent transcription circuitry,/nature/journal/v495/n7442/full/nature11970.html,letter,495,7442,28 March 2013,11970.html,Cell biology,,,,,,
A syringe-like injection mechanism in  Photorhabdus luminescens u toxins,/nature/journal/v495/n7442/full/nature11987.html,letter,495,7442,28 March 2013,11987.html,Cryoelectron microscopy,,,,,,
Critical role of Trib1 in differentiation of tissue-resident M2-like macrophages,/nature/journal/v495/n7442/full/nature11930.html,letter,495,7442,28 March 2013,11930.html,Monocytes and macrophages,,,,,,
CLASP-mediated cortical microtubule organization guides PIN polarization axis,/nature/journal/v495/n7442/full/nature11980.html,letter,495,7442,28 March 2013,11980.html,Plant cell biology,,,,,,
Conformational biosensors reveal GPCR signalling from endosomes,/nature/journal/v495/n7442/full/nature12000.html,letter,495,7442,28 March 2013,12000.html,Hormone receptors,,,,,,
X-ray analysis on the nanogram to microgram scale using porous complexes,/nature/journal/v495/n7442/full/nature11990.html,article,495,7442,28 March 2013,11990.html,Coordination chemistry,X-ray diffraction,Biochemistry,,,,
Mutations in prion-like domains in hnRNPA2B1 and hnRNPA1 cause multisystem proteinopathy and ALS,/nature/journal/v495/n7442/full/nature11922.html,article,495,7442,28 March 2013,11922.html,Mechanisms of disease,,,,,,
CLP1 links tRNA metabolism to progressive motor-neuron loss,/nature/journal/v495/n7442/full/nature11923.html,article,495,7442,28 March 2013,11923.html,Motor neuron,,,,,,
Structural visualization of key steps in human transcription initiation,/nature/journal/v495/n7442/full/nature11991.html,article,495,7442,28 March 2013,11991.html,Transcription,Cryoelectron microscopy,,,,,
Dusty starburst galaxies in the early Universe as revealed by gravitational lensing,/nature/journal/v495/n7441/full/nature12001.html,letter,495,7441,21 March 2013,12001.html,Cosmology,,,,,,
A multi-directional backlight for a wide-angle glasses-free three-dimensional display,/nature/journal/v495/n7441/full/nature11972.html,letter,495,7441,21 March 2013,11972.html,Sub-wavelength optics,Optical physics,,,,,
Changes in global nitrogen cycling during the Holocene epoch,/nature/journal/v495/n7441/full/nature11916.html,letter,495,7441,21 March 2013,11916.html,Biogeochemistry,,,,,,
Melt-rich channel observed at the lithosphere asthenosphere boundary,/nature/journal/v495/n7441/full/nature11939.html,letter,495,7441,21 March 2013,11939.html,Tectonics,Geodynamics,,,,,
The genomic signature of dog domestication reveals adaptation to a starch-rich diet,/nature/journal/v495/n7441/full/nature11837.html,letter,495,7441,21 March 2013,11837.html,Evolutionary genetics,Population genetics,Genomics,Metabolism,,,
Differential stem- and progenitor-cell trafficking by prostaglandin E 2 ,/nature/journal/v495/n7441/full/nature11929.html,letter,495,7441,21 March 2013,11929.html,Haematopoietic stem cells,Haematopoietic stem cells,Stem-cell niche,,,,
NANOG-dependent function of TET1 and TET2 in establishment of pluripotency,/nature/journal/v495/n7441/full/nature11925.html,letter,495,7441,21 March 2013,11925.html,Induced pluripotent stem cells,,,,,,
Multiple phases of chondrocyte enlargement underlie differences in skeletal proportions,/nature/journal/v495/n7441/full/nature11940.html,letter,495,7441,21 March 2013,11940.html,Cell biology,Evolution,,,,,
